Average rainfall,x,y,address
4.204461762,94.25,27.5,"Kadam, Lakhimpur District, Assam, 787056, India"
4.312952505,94.5,27.5,"Dhemaji, Dhemaji District, Assam, India"
4.725697508,94.75,27.5,"No. 2 Tangani Majgaon, Sissibargaon, Dhemaji District, Assam, India"
4.741900318,95,27.5,"Dibrugarh, Dibrugarh East, Dibrugarh District, Assam, 786001, India"
4.205064785,95.25,27.5,"Panitola, Tinsukia, Tinsukia District, Assam, 786183, India"
3.851794342,95.5,27.5,"Tinsukia, Tinsukia District, Assam, India"
3.566612241,95.75,27.5,"Margherita, Tinsukia District, Assam, India"
3.539302363,96,27.5,"Bordumsa ADC, Changlang District, Arunachal Pradesh, India"
3.553096667,96.25,27.5,"Miao- Vijaynagar road, Miao, Miao ADC, Changlang District, Arunachal Pradesh, India"
3.557181166,96.5,27.5,"Miao ADC, Changlang District, Arunachal Pradesh, India"
3.559520295,96.75,27.5,"Miao ADC, Changlang District, Arunachal Pradesh, India"
3.562212232,97,27.5,"ပူတာအို, ပူတာအိုခရိုင်, ကချင်ပြည်နယ်, 01051, မြန်မာ"
0.375756692,69.5,27.25,"سندھ, پاکستان"
0.398780189,69.75,27.25,"Jamrau, Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.435113257,70,27.25,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.42580492,70.25,27.25,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.402385947,70.5,27.25,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.678042288,70.75,27.25,"Parewar, Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.902406129,71,27.25,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
1.065455061,71.25,27.25,"Rampura, Jaisalmer Tehsil, Jaisalmer District, Rajasthan, 345033, India"
1.124432648,71.5,27.25,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
1.126314628,71.75,27.25,"Tota, Chhayan, Pokaran Tehsil, Jaisalmer District, Rajasthan, India"
1.108470097,72,27.25,"Badi Kanasi, Bap Tehsil, Jodhpur District, Rajasthan, India"
1.062925857,72.25,27.25,"Jagariya, Bari Baori, Bap Tehsil, Jodhpur District, Rajasthan, 342301, India"
1.05787877,72.5,27.25,"Naneu, Bap Tehsil, Jodhpur District, Rajasthan, India"
1.024849709,72.75,27.25,"Bheeyasar, Phalodi Tehsil, Jodhpur District, Rajasthan, India"
1.00925401,73,27.25,"Bapini Tehsil, Jodhpur District, Rajasthan, 342312, India"
1.064580272,73.25,27.25,"Bhojas, Kheenvsar Tehsil, Nagaur District, Rajasthan, India"
1.125552387,73.5,27.25,"Khari Karamsotan, Nagaur Tehsil, Nagaur District, Rajasthan, India"
1.181585546,73.75,27.25,"MDR 69, Chau, Jodhiyasi, Nagaur Tehsil, Nagaur District, Rajasthan, India"
1.379521492,74,27.25,"Soneli, Jayal Tehsil, Nagaur District, Rajasthan, India"
1.49659874,74.25,27.25,"Janwas, Jayal Tehsil, Nagaur District, Rajasthan, 341023, India"
1.751891315,74.5,27.25,"Saniya, Didwana Tehsil, Nagaur District, Rajasthan, 341302, India"
1.878247668,74.75,27.25,"Ladariya, Maulasar Tehsil, Nagaur District, Rajasthan, 341517, India"
1.480728357,75,27.25,"Nagwara, Nawa Tehsil, Nagaur District, Rajasthan, India"
1.657716712,75.25,27.25,"Danta Ramgarh Tehsil, Sikar District, Rajasthan, India"
1.845095355,75.5,27.25,"MDR81, Asti Khurd, Chomu Tehsil, Jaipur District, Rajasthan, 303602, India"
1.852319451,75.75,27.25,"Bishanpura, Chomu Tehsil, Jaipur District, Rajasthan, 303804, India"
1.924137574,76,27.25,"Kanwarpura, Amber Tehsil, Jaipur District, Rajasthan, 303701, India"
1.731477424,76.25,27.25,"Balloowas, Thanagazi Tehsil, Alwar District, Rajasthan, India"
1.688673701,76.5,27.25,"Nadoo, Rajgarh Tehsil, Alwar District, Rajasthan, India"
1.229166047,76.75,27.25,"Berawanda, Nangal Sohan, Reni Tehsil, Alwar District, Rajasthan, 301413, India"
1.542837425,77,27.25,"Khakawalian Ka Nagla, Gujar Ka Nagla, Kathumar Tehsil, Alwar District, Rajasthan, 321606, India"
2.003488641,77.25,27.25,"SH44, Wasaiya Jat, Gangroli, Nadbai Tehsil, Bharatpur District, Rajasthan, 321201, India"
1.721768862,77.5,27.25,"Tontpur, Tonga, Bharatpur Tehsil, Bharatpur District, Rajasthan, 321001, India"
1.767986269,77.75,27.25,"Achhnera, Mathura, Kiraoli, Agra District, Uttar Pradesh, India"
1.807007001,78,27.25,"Agra, Agra District, Uttar Pradesh, 283121, India"
2.144400187,78.25,27.25,"Tundla, Firozabad District, Uttar Pradesh, 283204, India"
1.908561918,78.5,27.25,"Jasrana, Firozabad District, Uttar Pradesh, India"
2.076776042,78.75,27.25,"Mainpuri, Mainpuri District, Uttar Pradesh, 205121, India"
1.979442502,79,27.25,"Mainpuri, Mainpuri District, Uttar Pradesh, 205001, India"
1.679555546,79.25,27.25,"Bewar, Bhogaon, Mainpuri District, Uttar Pradesh, 206300, India"
1.550563411,79.5,27.25,"Farrukhabad, Farrukhabad District, Uttar Pradesh, India"
1.423991545,79.75,27.25,"Sawayajpur, Hardoi District, Uttar Pradesh, India"
2.069030513,80,27.25,"Sandi, Bilgram, Hardoi District, Uttar Pradesh, 241403, India"
2.081398675,80.25,27.25,"Hardoi, Hardoi District, Uttar Pradesh, 241122, India"
2.979910707,80.5,27.25,"Sandila, Hardoi District, Uttar Pradesh, India"
2.473709259,80.75,27.25,"Sidhauli, Sitapur District, Uttar Pradesh, India"
2.433999435,81,27.25,"Mahmudabad, Sitapur District, Uttar Pradesh, India"
4.665686897,81.25,27.25,"Fatehpur, Barabanki District, Uttar Pradesh, 261204, India"
4.454583516,81.5,27.25,"Kaiserganj, Bahraich District, Uttar Pradesh, 271841, India"
3.915812361,81.75,27.25,"Colonelganj, Gonda District, Uttar Pradesh, 271503, India"
4.371497085,82,27.25,"Gonda, Gonda District, Uttar Pradesh, 271202, India"
5.024891914,82.25,27.25,"Gonda, Gonda District, Uttar Pradesh, India"
3.737133668,82.5,27.25,"Utraula, Balrampur District, Uttar Pradesh, India"
4.397116919,82.75,27.25,"Itwa, Siddharthnagar District, Uttar Pradesh, India"
3.844012336,83,27.25,"NH28, Naugarh, Siddharthnagar District, Uttar Pradesh, 272207, India"
4.860747601,83.25,27.25,"Pharenda, Mahrajganj District, Uttar Pradesh, 273509, India"
4.999943981,83.5,27.25,"Maharajganj, Mahrajganj District, Uttar Pradesh, India"
6.260892357,83.75,27.25,"Nichlaul, Mahrajganj District, Uttar Pradesh, 273304, India"
6.784015913,84,27.25,"Sidhaw, West Champaran District, Bihar, India"
7.48144256,84.25,27.25,"Ramnagar, West Champaran District, Bihar, 845106, India"
7.035537267,84.5,27.25,"Gaunaha, West Champaran District, Bihar, India"
6.415006746,84.75,27.25,"Thori-05, Thori, पर्सा, मधेश प्रदेश, नेपाल"
7.687919607,88,27.25,"Kandan, Yangwarak-01, Yangwarak, पाँचथर, कोशी प्रदेश, नेपाल"
8.21437265,88.25,27.25,"Legship, Gyalshing, Gyalshing District, Sikkim, 737111, India"
9.695298381,88.5,27.25,"Rannipool - Rumtek - Sirwani Road, Rumtek, Gangtok District, Sikkim, 737134, India"
9.774996963,88.75,27.25,"Rongli subdivision, Pakyong District, Sikkim, 737131, India"
2.430224437,92,27.25,"Khiliphoo, Merag Gewog, བཀྲ་ཤིས་སྒང་རྫོང་ཁག་, འབྲུགཡུལ་"
5.336508017,92.25,27.25,"Mandala Ridge, Mandala, Dirang ADC, West Kameng District, Arunachal Pradesh, India"
6.24209093,92.5,27.25,"Singchung ADC, West Kameng District, Arunachal Pradesh, 790116, India"
6.469000171,92.75,27.25,"Thrizino ADC, West Kameng District, Arunachal Pradesh, India"
7.027010758,93,27.25,"Seppa, Seppa HQ, East Kameng District, Arunachal Pradesh, 790102, India"
7.433338147,93.25,27.25,"Leporiang Circle, Papum Pare District, Arunachal Pradesh, India"
7.189291318,93.5,27.25,"NH13, Sagalee, Sagalee ADC, Papum Pare District, Arunachal Pradesh, 791119, India"
7.940864492,93.75,27.25,"Toru Circle, Papum Pare District, Arunachal Pradesh, India"
7.478438084,94,27.25,"Naobaicha, Lakhimpur District, Assam, India"
4.318556155,94.25,27.25,"Kadam, Lakhimpur District, Assam, 787056, India"
4.49449135,94.5,27.25,"Dhakuakhana (Pt-I), Lakhimpur District, Assam, India"
4.427821595,94.75,27.25,"Dibrugarh West, Dibrugarh District, Assam, 785671, India"
4.222052018,95,27.25,"Tingkhong, Dibrugarh District, Assam, 786613, India"
4.714234591,95.25,27.25,"Naharkatiya, Dibrugarh District, Assam, 786615, India"
4.308405248,95.5,27.25,"Namsang, Tirap District, Arunachal Pradesh, India"
3.675686815,95.75,27.25,"Namtok EAC, Changlang District, Arunachal Pradesh, India"
3.58675691,96,27.25,"Manmao EAC, Changlang District, Arunachal Pradesh, India"
3.555595886,96.75,27.25,"နန်းယွန်း, ခန္တီးခရိုင်, နာဂ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရ ဒေသ, စစ်ကိုင်းတိုင်း, မြန်မာ"
3.560595704,97,27.25,"Vijoynagar EAC, Changlang District, Arunachal Pradesh, East Division, 792055, India"
0.377556765,69.5,27,"Khairpur District, سندھ, پاکستان"
0.412954072,69.75,27,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.457387484,70,27,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.459418224,70.25,27,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.56668829,70.5,27,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
1.01204491,70.75,27,"Chhatrel, Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
1.018900099,71,27,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
1.032555529,71.25,27,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
1.129409007,71.5,27,"Pokaran Tehsil, Jaisalmer District, Rajasthan, India"
1.159401272,71.75,27,"Chacha, Pokaran Tehsil, Jaisalmer District, Rajasthan, India"
1.145501518,72,27,"Pokaran Tehsil, Jaisalmer District, Rajasthan, India"
1.059775937,72.25,27,"Sanwareej, Hopardi, Phalodi Tehsil, Jodhpur District, Rajasthan, India"
1.004891164,72.5,27,"Chikni Nari, Lohawat Tehsil, Jodhpur District, Rajasthan, India"
0.9535214,72.75,27,"Palli, Lohawat Tehsil, Jodhpur District, Rajasthan, India"
1.015707336,73,27,"Jakhan, Bapini Tehsil, Jodhpur District, Rajasthan, 342312, India"
1.094007472,73.25,27,"Sowaon Ki Dhani, Kheenvsar Tehsil, Nagaur District, Rajasthan, India"
1.158735284,73.5,27,"Guriya, Mundwa Tehsil, Nagaur District, Rajasthan, India"
1.464787626,73.75,27,"Palari Pichkiyan, Mundwa Tehsil, Nagaur District, Rajasthan, 341026, India"
1.63709669,74,27,"Kuchera, Mundwa Tehsil, Nagaur District, Rajasthan, India"
1.596427289,74.25,27,"Bagariya Ki Dhani, Chui, Degana Tehsil, Nagaur District, Rajasthan, India"
1.924278292,74.5,27,"Khariabera, Gehda Kala, Makrana Tehsil, Nagaur District, Rajasthan, India"
1.747786539,74.75,27,"Gangwa, Parbatsar Tehsil, Nagaur District, Rajasthan, India"
1.94021428,75,27,"Devaji Ki Dhani, Nawa Tehsil, Nagaur District, Rajasthan, India"
2.210872566,75.25,27,"SH90, Khatwari Khurd, Phulera Tehsil, Jaipur District, Rajasthan, India"
1.710532987,75.5,27,"Phulera Tehsil, Jaipur District, Rajasthan, India"
1.671269361,75.75,27,"Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur District, Rajasthan, 302001, India"
2.118922422,76,27,"Jamwa Ramgarh, Jamwa Ramgarh Tehsil, Jaipur District, Rajasthan, India"
2.522200532,76.25,27,"Dhai, Biharipura, Dausa Tehsil, Dausa District, Rajasthan, India"
2.034557525,76.5,27,"Meetarwari, Baswa Tehsil, Dausa District, Rajasthan, India"
1.855247858,76.75,27,"Lotwara, Baswa Tehsil, Dausa District, Rajasthan, 303509, India"
1.908782204,77,27,"Palanhera, Mahwa Tehsil, Dausa District, Rajasthan, 321612, India"
2.042373051,77.25,27,"Nayagaon Kalan, Bayana Tehsil, Bharatpur District, Rajasthan, India"
1.711136082,77.5,27,"SH45, Baroli Brahman, Kandholi, Rupbas Tehsil, Bharatpur District, Rajasthan, 321402, India"
1.785071355,77.75,27,"Mertha, Rupbas Tehsil, Bharatpur District, Rajasthan, 283119, India"
1.589837394,78,27,"Kheragarh, Agra District, Uttar Pradesh, India"
1.701076121,78.25,27,"Fatehabad, Agra District, Uttar Pradesh, 283111, India"
1.701546702,78.5,27,"Shikohabad, Firozabad District, Uttar Pradesh, 283141, India"
1.213388434,78.75,27,"Ukhrend, Shikohabad, Firozabad District, Uttar Pradesh, India"
1.595868046,79,27,"Karhal, Mainpuri District, Uttar Pradesh, 205264, India"
1.325043204,79.25,27,"NH234, Kishni, Bhogaon, Mainpuri District, Uttar Pradesh, 206302, India"
1.476750733,79.5,27,"Chhibramau, Kannauj District, Uttar Pradesh, 209728, India"
2.096623511,79.75,27,"Kannauj, Kannauj District, Uttar Pradesh, 209732, India"
1.708061613,80,27,"Bilgram, Hardoi District, Uttar Pradesh, India"
1.446374161,80.25,27,"Safipur, Unnao District, Uttar Pradesh, India"
2.363146709,80.5,27,"Sandila, Hardoi District, Uttar Pradesh, 241204, India"
2.456868568,80.75,27,"Sarojani Nagar, Lucknow District, Uttar Pradesh, 227115, India"
3.505699225,81,27,"Bakshi Ka Talab, Lucknow District, Uttar Pradesh, 226201, India"
4.084879319,81.25,27,"Barabanki, Nawabganj, Barabanki District, Uttar Pradesh, 225001, India"
4.027399712,81.5,27,"Sirauli Gauspur, Barabanki District, Uttar Pradesh, 225207, India"
4.138002271,81.75,27,"Colonelganj, Gonda District, Uttar Pradesh, India"
2.930165241,82,27,"Tarabganj, Gonda District, Uttar Pradesh, India"
5.262268638,82.25,27,"Tarabganj, Gonda District, Uttar Pradesh, 271302, India"
4.458470676,82.5,27,"Mankapur, Gonda District, Uttar Pradesh, India"
4.477299083,82.75,27,"Rudhauli, Basti District, Uttar Pradesh, 272150, India"
3.585141342,83,27,"Mehdawal, Sant Kabir Nagar District, Uttar Pradesh, 272270, India"
4.652535488,83.25,27,"Campierganj, Gorakhpur District, Uttar Pradesh, 273158, India"
4.024516042,83.5,27,"Maharajganj, Mahrajganj District, Uttar Pradesh, 273301, India"
3.304351818,83.75,27,"Maharajganj, Mahrajganj District, Uttar Pradesh, India"
2.992659989,84,27,"Padrauna, Kushinagar District, Uttar Pradesh, India"
7.006337659,84.25,27,"Bagaha, West Champaran District, Bihar, India"
6.837840194,84.5,27,"Lauriya, West Champaran District, Bihar, India"
6.126423644,84.75,27,"Sikta, West Champaran District, Bihar, India"
4.513841008,85,27,"Kalaiya-13, Bishwambharpur, Kalaiya, बारा, मधेश प्रदेश, 04441, नेपाल"
3.928465597,85.25,27,"32DR004, Katahariya-02, Katahariya, रौतहट, मधेश प्रदेश, नेपाल"
4.223752366,85.5,27,"Haripur-01, Haripur, सर्लाही, मधेश प्रदेश, नेपाल"
7.68670345,88,27,"Maljogmai-06, Maljogmai, इलाम, कोशी प्रदेश, नेपाल"
9.191419171,88.25,27,"Ghoom, Jorebunglow Sukiapokhri, Darjeeling District, West Bengal, 734102, India"
10.1573424,88.5,27,"Kalimpong, Kalimpong -I, Kalimpong District, West Bengal, 734316, India"
9.302666875,88.75,27,"Gorubathan, Kalimpong District, West Bengal, 735231, India"
8.946578999,89,27,"Dephellingtoed Namseling, Sang-Ngag-Chhoeling Gewog, བསམ་རྩེ་རྫོང་ཁག་, འབྲུགཡུལ་"
9.398048824,89.25,27,"Gawaling Karzhing, Duenchhukha Gewog, བསམ་རྩེ་རྫོང་ཁག་, འབྲུགཡུལ་"
9.373855033,89.5,27,"Dagoa Sorchen, དགེ་གླིང་ Geling Gewog, ཆུ་ཁ་རྫོང་ཁག་, འབྲུགཡུལ་"
7.090581917,90,27,"Pangna Patala, Drukjeygang Gewog, དར་དཀར་ན་རྫོང་ཁག་, འབྲུགཡུལ་"
7.369541656,90.25,27,"Maenchhulam, Gakidling Gewog, གསར་སྤང་རྫོང་ཁག་, འབྲུགཡུལ་"
8.595088225,90.5,27,"Chhoetenkhar, Jigme Chhoeling Gewog, གསར་སྤང་རྫོང་ཁག་, འབྲུགཡུལ་"
8.502056838,90.75,27,"Pongchola Tadijong, འཕངས་མཁར། Phangkhar Gewog, གཞལམ་སྒང་རྫོང་ཁག་, འབྲུགཡུལ་"
6.633097272,91,27,"Dali, Bjoka Gewog, གཞལམ་སྒང་རྫོང་ཁག་, འབྲུགཡུལ་"
4.089781586,91.25,27,"Banang Gonpa to Mangthari Farm Road, Baenagonpa Village, Serduwa, Dungmaed Gewog, པདྨ་དགའ་ཚལ་རྫོང་ཁག་, འབྲུགཡུལ་"
3.32693678,91.5,27,"Rimoong, Orong Gewog, བསམ་གྲུབ་ལྗོངས་མཁར་རྫོང་ཁག་, འབྲུགཡུལ་"
2.778733686,91.75,27,"Chhoedoong_Kakani, Martshala Gewog, བསམ་གྲུབ་ལྗོངས་མཁར་རྫོང་ཁག་, འབྲུགཡུལ་"
3.266293613,92,27,"Khandophoog_Minjiwoong, Serthig Gewog, བསམ་གྲུབ་ལྗོངས་མཁར་རྫོང་ཁག་, འབྲུགཡུལ་"
8.353271089,92.25,27,"Shergaon Circle, West Kameng District, Arunachal Pradesh, West Division, India"
7.473829083,92.5,27,"Bhalukpong EAC, West Kameng District, Arunachal Pradesh, West Division, India"
7.25061473,92.75,27,"Chariduar, Sonitpur District, Assam, India"
6.809268373,93,27,"Seijosa, Pakke-Kessang District, Arunachal Pradesh, West Division, India"
7.449149003,93.25,27,"Pakke Kessang, Pakke-Kessang District, Arunachal Pradesh, India"
4.730645946,93.5,27,"Balijan ADC, Papum Pare District, Arunachal Pradesh, West Division, 791123, India"
4.949172992,93.75,27,"Narayanpur, Lakhimpur District, Assam, India"
3.633319899,94,27,"Bihpuria, Lakhimpur District, Assam, 784161, India"
3.707259725,94.25,27,"Majuli, Majuli District, Assam, 785106, India"
4.355333843,94.5,27,"Sibsagar, Sivasagar District, Assam, India"
4.294858045,94.75,27,"Dimow, Sivasagar District, Assam, 785694, India"
4.350641215,95,27,"Sonari, Charaideo District, Assam, 785690, India"
4.48865887,95.25,27,"NH215, Longhua, Kanubari ADC, Longding District, Arunachal Pradesh, India"
4.245520582,95.5,27,"NH215, Khonsa, Khonsa HQ, Tirap District, Arunachal Pradesh, 792130, India"
3.88119641,95.75,27,"Khimyong, Khimiyang EAC, Changlang District, Arunachal Pradesh, India"
0.377668622,69.5,26.75,"Khairpur District, سندھ, پاکستان"
0.419848827,69.75,26.75,"Bagnau, Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.475554553,70,26.75,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.500216242,70.25,26.75,"MDR53, Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.43555725,70.5,26.75,"Matwon Ki Basti, Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
0.91533223,70.75,26.75,"Jaisalmer Tehsil, Jaisalmer District, Rajasthan, India"
1.00313694,71,26.75,"Fatehgarh Tehsil, Jaisalmer District, Rajasthan, 345027, India"
0.967348545,71.25,26.75,"Fatehgarh Tehsil, Jaisalmer District, Rajasthan, 345027, India"
1.048748835,71.5,26.75,"Madasar, Pokaran Tehsil, Jaisalmer District, Rajasthan, India"
1.150965511,71.75,26.75,"Pokaran Tehsil, Jaisalmer District, Rajasthan, India"
1.135301022,72,26.75,"Bhakhri, Jhalariya, Bhaniyana Tehsil, Jaisalmer District, Rajasthan, India"
1.105610315,72.25,26.75,"Bhikhariya ki Dhani, Dechoo Tehsil, Jodhpur District, Rajasthan, India"
0.967364841,72.5,26.75,"Nathrau, Shekhata Tehsil, Jodhpur District, Rajasthan, India"
0.882747667,72.75,26.75,"Dabri, Osian Tehsil, Jodhpur District, Rajasthan, India"
0.933844963,73,26.75,"MDR37, Dhunariya, Basni, Osian Tehsil, Jodhpur District, Rajasthan, India"
1.064000176,73.25,26.75,"Lawera Kalan, Baori Tehsil, Jodhpur District, Rajasthan, India"
1.183677469,73.5,26.75,"Rarod, Bhopalgarh Tehsil, Jodhpur District, Rajasthan, India"
2.063848492,73.75,26.75,"Taron Ki dhani, Merta Tehsil, Nagaur District, Rajasthan, India"
2.351317685,74,26.75,"Datani, Merta Tehsil, Nagaur District, Rajasthan, India"
1.725305305,74.25,26.75,"Puniyas, Achhojai, Degana Tehsil, Nagaur District, Rajasthan, India"
1.555989439,74.5,26.75,"Harsor, Degana Tehsil, Nagaur District, Rajasthan, 341515, India"
1.30604707,74.75,26.75,"Datariya Ki Dhani, Salemabad, Kishangarh Tehsil, Ajmer District, Rajasthan, 305819, India"
2.286395238,75,26.75,"Narena, Kishangarh Tehsil, Ajmer District, Rajasthan, 305812, India"
2.390891522,75.25,26.75,"Peethyawas, Phulera Tehsil, Jaipur District, Rajasthan, 303348, India"
1.970291502,75.5,26.75,"MDR81, Bagru, Sanganer Tehsil, Jaipur District, Rajasthan, 303007, India"
1.867569579,75.75,26.75,"Lakhana, Sanganer Tehsil, Jaipur District, Rajasthan, India"
2.017611377,76,26.75,"Kacholiya, Sambhaniya, Bassi Tehsil, Jaipur District, Rajasthan, India"
2.339894615,76.25,26.75,"Khandewal, Kaloowas, Lawan Tehsil, Dausa District, Rajasthan, 303004, India"
1.952581047,76.5,26.75,"MDR145, Sar, Khawa, Nangal Rajawatan Tehsil, Dausa District, Rajasthan, India"
2.023256712,76.75,26.75,"Ibrahimpur, Kaimri, Nadoti Tehsil, Karauli District, Rajasthan, 322216, India"
2.144787439,77,26.75,"Bandpura, Jhareda, Hindaun Tehsil, Karauli District, Rajasthan, India"
2.383893311,77.25,26.75,"Danda, Karauli Tehsil, Karauli District, Rajasthan, India"
2.292184857,77.5,26.75,"Pura Hardeo, Baseri Tehsil, Dhaulpur District, Rajasthan, India"
2.055921013,77.75,26.75,"Paladawalikhera, Pidawali, Bari Tehsil, Dhaulpur District, Rajasthan, India"
1.680318547,78,26.75,"Pura Maniram, Pharakpur, Dhaulpur Tehsil, Dhaulpur District, Rajasthan, India"
1.648640665,78.25,26.75,"Amlheda, Porsa Tahsil, Morena District, Madhya Pradesh, 476111, India"
1.802417808,78.5,26.75,"Uttamsingh Ka Pura, Ramnagar, Porsa Tahsil, Morena District, Madhya Pradesh, India"
1.469251962,78.75,26.75,"Kisupura, Ater Tahsil, Bhind District, Madhya Pradesh, India"
1.415544257,79,26.75,"Etawah, Etawah District, Uttar Pradesh, 206003, India"
0.65350892,79.25,26.75,"Bharthana, Etawah District, Uttar Pradesh, 206242, India"
0.580440956,79.5,26.75,"Bidhuna, Auraiya District, Uttar Pradesh, India"
1.605138754,79.75,26.75,"Rasulabad, Kanpur Dehat District, Uttar Pradesh, India"
1.705522261,80,26.75,"Bilhaur, Kanpur Nagar District, Uttar Pradesh, 209202, India"
1.749628703,80.25,26.75,"Safipur, Unnao District, Uttar Pradesh, India"
2.354523172,80.5,26.75,"MDR34C, Rasulabad, Hasanganj, Unnao District, Uttar Pradesh, India"
1.596538339,80.75,26.75,"Sarojani Nagar, Lucknow District, Uttar Pradesh, India"
2.770858925,81,26.75,"Sarojani Nagar, Lucknow District, Uttar Pradesh, 226030, India"
3.244257847,81.25,26.75,"Haidergarh, Barabanki District, Uttar Pradesh, India"
3.110848698,81.5,26.75,"Ramsanehighat, Barabanki District, Uttar Pradesh, India"
3.462895542,81.75,26.75,"Mariyam Hospital, NH27, Rudauli, Ayodhya District, Uttar Pradesh, 224120, India"
4.600523153,82,26.75,"Ayodhya Ring Road, सोहावल, Sohawal, Ayodhya District, Uttar Pradesh, 224188, India"
3.587362626,82.25,26.75,"Nav Ayodhya, Faizabad, Ayodhya District, Uttar Pradesh, 224135, India"
3.396329035,82.5,26.75,"Harraiya, Basti District, Uttar Pradesh, 272128, India"
4.012039393,82.75,26.75,"Basti, Basti District, Uttar Pradesh, 272001, India"
4.657313117,83,26.75,"Khalilabad, Sant Kabir Nagar District, Uttar Pradesh, India"
4.701242155,83.25,26.75,"Sahjanwa, Gorakhpur District, Uttar Pradesh, India"
3.717954447,83.5,26.75,"Gorakhpur, Gorakhpur District, Uttar Pradesh, 273152, India"
3.324093952,83.75,26.75,"Hata, Kushinagar District, Uttar Pradesh, 274206, India"
3.255583116,84,26.75,"MDR58E, Brick yards, Kasya, Kushinagar District, Uttar Pradesh, India"
6.253050649,84.25,26.75,"Thakrahan, West Champaran District, Bihar, India"
5.799032143,84.5,26.75,"Nautan, West Champaran District, Bihar, India"
5.427537495,84.75,26.75,"Sagauli, Sugauli, East Champaran District, Bihar, India"
4.39381731,85,26.75,"Motihari, East Champaran District, Bihar, India"
3.75284346,85.25,26.75,"Dhaka, East Champaran District, Bihar, 843313, India"
4.153794022,85.5,26.75,"Bathnaha, Sitamarhi District, Bihar, India"
6.327745453,85.75,26.75,"18A006R, Manra Siswa-03, Sarpallo, Manra Siswa, महोत्तरी, मधेश प्रदेश, नेपाल"
5.890738015,86,26.75,"Hansapur-03, Purbari, Hansapur, धनुषा, मधेश प्रदेश, नेपाल"
5.338429149,86.25,26.75,"Nahara-04, Nahara, सिराहा, मधेश प्रदेश, नेपाल"
5.350366356,86.5,26.75,"16DR034, Lahan-17, Lahan, सिराहा, मधेश प्रदेश, 56502, नेपाल"
5.846699883,87,26.75,"Belaka-02, Belaka, उदयपुर, कोशी प्रदेश, नेपाल"
8.726201536,88,26.75,"Khaireni, Arjundhara, झापा जिल्ला, कोशी प्रदेश, नेपाल"
9.938517591,88.25,26.75,"Naxalbari block, Darjeeling District, West Bengal, India"
9.126399318,88.5,26.75,"Rajganj, Jalpaiguri District, West Bengal, India"
8.998593305,88.75,26.75,"Neora, Mal, Jalpaiguri District, West Bengal, India"
9.015829289,89,26.75,"Dhupguri, Jalpaiguri District, West Bengal, India"
9.648136674,89.25,26.75,"Madarihat, Alipurduar District, West Bengal, 735220, India"
9.349038317,89.5,26.75,"Pana Forest Basti, Alipurduar - I, Alipurduar District, West Bengal, India"
8.963962268,89.75,26.75,"Tsham-Zhi-Gosa, Lhamoyzingkha Gewog, དར་དཀར་ན་རྫོང་ཁག་, འབྲུགཡུལ་"
6.598286389,90,26.75,"Damchhunang, Nichula Gewog, དར་དཀར་ན་རྫོང་ཁག་, འབྲུགཡུལ་"
6.742101271,90.25,26.75,"Kokrajhar, Kokrajhar District, Assam, India"
8.591563407,90.5,26.75,"Amtika, Bengtol, Chirang District, Assam, India"
8.77508456,90.75,26.75,"Bijni (Pt), Chirang District, Assam, India"
5.409278624,91,26.75,"Barnagar, Baksa District, Assam, India"
4.586631034,91.25,26.75,"Jalah (Pt), Baksa District, Assam, 781237, India"
3.418673114,91.5,26.75,"Tamulpur, Baksa District, Assam, 781360, India"
3.620857123,91.75,26.75,"Suklai, Harisinga tehsil, Udalguri District, Assam, 784527, India"
4.610286108,92,26.75,"Harisinga, Harisinga tehsil, Udalguri District, Assam, 784510, India"
4.200998702,92.25,26.75,"Mazbat, Mazbat tehsil, Udalguri District, Assam, 784507, India"
4.957588925,92.5,26.75,"Dhekiajuli (Pt), Sonitpur District, Assam, India"
6.547862668,92.75,26.75,"Chariduar, Sonitpur District, Assam, 784104, India"
5.572119335,93,26.75,"Chutia, Na-Duar, Sonitpur District, Assam, 784175, India"
